Thu Mar 27 18:53:06 2025    profile_results.prof

         3342 function calls (3328 primitive calls) in 3.015 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:283(_acquire_restore)
       12    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/sklearn/linear_model/_base.py:690(__sklearn_tags__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:835(__iter__)
        8    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:2722(name)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:280(_release_save)
        9    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/functools.py:65(wraps)
        3    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/ma/core.py:6607(isMaskedArray)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/sklearn/utils/_array_api.py:246(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1720(getEffectiveLevel)
        4    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1319(disable)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/process.py:189(name)
        4    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/configparser.py:977(__getitem__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/sklearn/utils/validation.py:683(_check_estimator_name)
        3    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/sklearn/utils/validation.py:472(<listcomp>)
        5    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/_core/_methods.py:67(_all)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/configparser.py:1187(_validate_value_types)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/codecarbon/core/util.py:21(suppress)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/_core/_ufunc_config.py:458(_no_nep50_warning)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/sklearn/base.py:229(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:786(keys)
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/sklearn/utils/deprecation.py:148(_deprecate_force_all_finite)
        6    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/_core/fromnumeric.py:2250(_sum_dispatcher)
        5    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/sklearn/utils/_param_validation.py:298(is_satisfied_by)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:286(_is_owned)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        4    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:38(_ignore_error)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/scipy/linalg/blas.py:308(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:378(isfunction)
        5    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        3    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/_core/getlimits.py:487(__new__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:2734(kind)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/lib/_arraysetops_impl.py:131(_unpack_tuple)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        4    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:94(join_parsed_parts)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        3    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/configparser.py:1208(converters)
        2    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        3    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/scipy/linalg/_misc.py:181(_datacopied)
        1    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/sklearn/utils/_array_api.py:89(_check_array_api_dispatch)
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/_core/multiarray.py:1404(may_share_memory)
        1    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/configparser.py:678(has_section)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/lib/_function_base_impl.py:413(_average_dispatcher)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1597(main_thread)
        1    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/_core/multiarray.py:1089(copyto)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/lib/_arraysetops_impl.py:139(_unique_dispatcher)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/_core/fromnumeric.py:1842(_ravel_dispatcher)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:3015(parameters)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/sklearn/utils/_param_validation.py:308(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}


