CO2 Emissions: 0.005140697641224397 kg
Peak Memory Usage: 3056.34765625 MB

Profile Stats:
         36904374 function calls (34790896 primitive calls) in 865.198 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       55    0.001    0.000    0.047    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/math_ops.py:1542(div_no_nan)
       22    0.000    0.000    0.047    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:345(<listcomp>)
       49    0.001    0.000    0.046    0.001 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/numpy.py:2401(divide_no_nan)
    56301    0.045    0.000    0.045    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:131(function_type)
       20    0.000    0.000    0.045    0.002 /usr/local/lib/python3.11/dist-packages/keras/src/ops/numpy.py:6040(divide)
     1748    0.009    0.000    0.045    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:263(__new__)
    18685    0.035    0.000    0.045    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/math_ops.py:2080(_has_fully_defined_shape)
      107    0.001    0.000    0.044    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/override_binary_operator.py:46(maybe_promote_tensors)
     2037    0.022    0.000    0.044    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:816(value_to_attr_value)
    37559    0.040    0.000    0.044    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_type.py:552(<genexpr>)
       20    0.000    0.000    0.044    0.002 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/trainer.py:990(_get_metrics_result_or_logs)
      314    0.003    0.000    0.043    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:1270(colocation_groups)
       20    0.000    0.000    0.043    0.002 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/sparse.py:658(sparse_wrapper)
       20    0.000    0.000    0.043    0.002 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/numpy.py:2385(divide)
       22    0.000    0.000    0.043    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:376(not_assign_fn)
    15640    0.043    0.000    0.043    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/utils/progbar.py:235(_estimate_step_duration)
       27    0.000    0.000    0.042    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/tensor_math_operator_overrides.py:61(_mul_dispatch_factory)
    18796    0.042    0.000    0.042    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/iterator_ops.py:953(__init__)
     9345    0.041    0.000    0.041    0.000 {built-in method posix.getpid}
       27    0.000    0.000    0.041    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/math_ops.py:1720(_mul_dispatch)
       39    0.000    0.000    0.041    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops.py:658(shape)
       39    0.001    0.000    0.040    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops.py:690(shape_internal)
    14888    0.023    0.000    0.040    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/compat.py:85(as_text)
    18875    0.033    0.000    0.040    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/object_identity.py:236(__len__)
     1845    0.004    0.000    0.040    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/lock_util.py:128(__exit__)
       22    0.001    0.000    0.040    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:150(_variable_handle_from_shape_and_dtype)
    37835    0.040    0.000    0.040    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsMapping}
     5708    0.027    0.000    0.040    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:1152(_mode)
       20    0.000    0.000    0.040    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/math_ops.py:442(divide)
    18762    0.040    0.000    0.040    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:801(_run_functions_eagerly)
       12    0.000    0.000    0.039    0.003 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:1073(from_func_graph)
   150368    0.038    0.000    0.038    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:1201(_flat_tensor_specs)
     1845    0.003    0.000    0.038    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/lock_util.py:125(__enter__)
      152    0.003    0.000    0.038    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:1050(_lazy_read)
     8763    0.014    0.000    0.038    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/object_identity.py:223(update)
    18764    0.029    0.000    0.038    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:1119(_alias_id)
       22    0.000    0.000    0.037    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_resource_variable_ops.py:1241(var_handle_op)
       24    0.000    0.000    0.037    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops.py:2572(_constant_if_small)
     1844    0.012    0.000    0.037    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:3659(_apply_device_functions)
       46    0.000    0.000    0.037    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops_stack.py:24(stack)
    56378    0.037    0.000    0.037    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/tracing_compilation.py:120(input_signature)
     1845    0.014    0.000    0.036    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/lock_util.py:95(release)
       18    0.000    0.000    0.036    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops.py:4287(squeeze_v2)
     1530    0.023    0.000    0.036    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:4694(_get_outer_context_and_inner_device_stack)
        2    0.000    0.000    0.036    0.018 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/map_op.py:189(__init__)
    18785    0.036    0.000    0.036    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetPossibleGradientTypes}
     9335    0.028    0.000    0.035    0.000 /usr/lib/python3.11/threading.py:1453(current_thread)
        2    0.000    0.000    0.035    0.018 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:382(<listcomp>)
        2    0.000    0.000    0.035    0.017 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/map_op.py:144(__init__)
    37851    0.035    0.000    0.035    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsAttrs}
     1845    0.011    0.000    0.034    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/lock_util.py:85(acquire)
     1358    0.011    0.000    0.033    0.000 /usr/lib/python3.11/contextlib.py:272(contextmanager)
       20    0.000    0.000    0.033    0.002 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/optimizer.py:65(assign_sub)
        2    0.000    0.000    0.033    0.017 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/optimizer.py:141(_all_reduce_sum_gradients)
      109    0.002    0.000    0.033    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/tf_inspect.py:287(getcallargs)
        2    0.000    0.000    0.033    0.016 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:3546(all_reduce)
    37340    0.033    0.000    0.033    0.000 /usr/lib/python3.11/threading.py:575(is_set)
     9325    0.032    0.000    0.032    0.000 {built-in method math.log10}
      368    0.001    0.000    0.032    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest.py:423(pack_sequence_as)
        2    0.000    0.000    0.032    0.016 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/custom_gradient.py:338(__call__)
        2    0.000    0.000    0.032    0.016 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/custom_gradient.py:289(decorated)
        2    0.000    0.000    0.032    0.016 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/custom_gradient.py:402(_graph_mode_decorator)
       20    0.000    0.000    0.032    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:997(assign_sub)
     3711    0.005    0.000    0.032    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:1486(<genexpr>)
        6    0.000    0.000    0.031    0.005 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/nn_grad.py:566(_Conv2DGrad)
    75357    0.031    0.000    0.031    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:182(__exit__)
   134568    0.031    0.000    0.031    0.000 {method 'keys' of 'dict' objects}
       18    0.000    0.000    0.031    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops.py:4232(squeeze)
       15    0.000    0.000    0.031    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_nn_ops.py:839(bias_add)
        2    0.000    0.000    0.030    0.015 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/data_adapters/array_data_adapter.py:142(slice_batch_indices)
    18764    0.030    0.000    0.030    0.000 {method 'acquire' of '_thread.RLock' objects}
       18    0.001    0.000    0.030    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_array_ops.py:10655(squeeze)
        1    0.000    0.000    0.030    0.030 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:396(_evaluate_var_is_initialized)
    18776    0.030    0.000    0.030    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:1745(release)
       23    0.000    0.000    0.030    0.001 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:358(result)
       20    0.000    0.000    0.030    0.001 /usr/local/lib/python3.11/dist-packages/keras/src/ops/numpy.py:6195(square)
    77548    0.023    0.000    0.029    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:757(__tf_tensor__)
    37598    0.029    0.000    0.029    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/capture/capture_container.py:54(mutated)
    28255    0.029    0.000    0.029    0.000 {method '__exit__' of '_thread.RLock' objects}
    19980    0.029    0.000    0.029    0.000 {method 'isidentifier' of 'str' objects}
    18670    0.016    0.000    0.029    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:529(get_shape)
    37835    0.029    0.000    0.029    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsMappingView}
      111    0.001    0.000    0.029    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/tf_inspect.py:265(getfullargspec)
        6    0.000    0.000    0.028    0.005 /usr/local/lib/python3.11/dist-packages/keras/src/ops/numpy.py:3793(matmul)
        6    0.000    0.000    0.028    0.005 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/numpy.py:373(matmul)
       20    0.000    0.000    0.028    0.001 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/numpy.py:2444(square)
     9335    0.022    0.000    0.028    0.000 /usr/lib/python3.11/threading.py:274(__exit__)
    18773    0.028    0.000    0.028    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:447(__exit__)
     5176    0.016    0.000    0.028    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/compat.py:57(as_bytes)
       20    0.000    0.000    0.027    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_math_ops.py:12033(square)
       22    0.000    0.000    0.027    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:705(_capture_helper)
    78530    0.027    0.000    0.027    0.000 {method 'pop' of 'dict' objects}
     1958    0.011    0.000    0.027    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:3059(_get_tensor_by_tf_output)
    18765    0.025    0.000    0.027    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:185(cached_definition)
     5331    0.011    0.000    0.027    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/registry.py:81(lookup)
      111    0.005    0.000    0.027    0.000 /usr/lib/python3.11/inspect.py:1332(getfullargspec)
      624    0.003    0.000    0.026    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/keras_tensor.py:346(any_symbolic_tensors)
     3311    0.026    0.000    0.026    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_SetAttrValueProto}
      490    0.005    0.000    0.026    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:4733(init_scope)
      584    0.004    0.000    0.025    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:1517(_set_attr)
       14    0.000    0.000    0.025    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_math_ops.py:6201(mat_mul)
    18780    0.025    0.000    0.025    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/iterator_ops.py:967(_to_components)
       15    0.000    0.000    0.025    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops.py:995(strided_slice)
     9335    0.019    0.000    0.025    0.000 /usr/lib/python3.11/threading.py:271(__enter__)
       15    0.000    0.000    0.025    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_array_ops.py:10864(strided_slice)
       55    0.000    0.000    0.025    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_math_ops.py:3364(div_no_nan)
      132    0.000    0.000    0.025    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/function_type_utils.py:520(<genexpr>)
      778    0.004    0.000    0.024    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/tree/tree_api.py:103(flatten)
    23012    0.024    0.000    0.024    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:2577(building_function)
      152    0.001    0.000    0.024    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:2390(__init__)
      458    0.002    0.000    0.024    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:330(variable_accessed)
       20    0.000    0.000    0.024    0.001 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:348(reset_state)
       19    0.000    0.000    0.024    0.001 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:23(reset_state)
    20006    0.024    0.000    0.024    0.000 /usr/lib/python3.11/enum.py:1095(__new__)
