CO2 Emissions: 0.005140697641224397 kg
Peak Memory Usage: 3056.34765625 MB

Profile Stats:
         36904374 function calls (34790896 primitive calls) in 865.198 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      220    0.006    0.000    0.154    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:1049(_graph_placeholder)
      102    0.001    0.000    0.154    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_array_ops.py:4212(identity)
    75284    0.153    0.000    0.153    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:1197(device_spec)
       40    0.001    0.000    0.153    0.004 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/numpy.py:358(subtract)
   582877    0.152    0.000    0.152    0.000 /usr/lib/python3.11/inspect.py:2730(annotation)
        1    0.001    0.001    0.150    0.150 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:1079(initialize_variables)
    76006    0.148    0.000    0.148    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:6097(is_auto_dtype_conversion_enabled)
     3130    0.010    0.000    0.148    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/callback_list.py:174(on_test_batch_end)
       22    0.001    0.000    0.147    0.007 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:585(_make_inputs_match)
     2058    0.027    0.000    0.145    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:1567(get_attr)
        3    0.000    0.000    0.144    0.048 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:19(update_state)
        3    0.000    0.000    0.144    0.048 /usr/local/lib/python3.11/dist-packages/keras/src/metrics/reduction_metrics.py:201(update_state)
    76276    0.131    0.000    0.144    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest_util.py:324(_tf_core_yield_sorted_items)
       22    0.001    0.000    0.143    0.007 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:368(assign_fn)
       35    0.000    0.000    0.142    0.004 /usr/local/lib/python3.11/dist-packages/keras/src/ops/numpy.py:139(add)
     1407    0.014    0.000    0.142    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/tf_decorator.py:308(__init__)
    18763    0.096    0.000    0.139    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:299(as_attrs)
       44    0.001    0.000    0.138    0.003 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:809(_create_dummy_input)
     3130    0.029    0.000    0.137    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/callback_list.py:196(_on_test_batch_end)
       82    0.001    0.000    0.137    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops.py:253(identity)
    18935    0.056    0.000    0.136    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:610(is_int_dtype)
    37340    0.076    0.000    0.135    0.000 /usr/lib/python3.11/threading.py:1125(_wait_for_tstate_lock)
   375857    0.134    0.000    0.134    0.000 {method '_datatype_enum' of 'tensorflow.python.framework.ops.EagerTensor' objects}
   113432    0.100    0.000    0.132    0.000 /usr/lib/python3.11/typing.py:2025(<genexpr>)
   786148    0.132    0.000    0.132    0.000 {built-in method builtins.callable}
      114    0.004    0.000    0.132    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:1060(assign)
       60    0.000    0.000    0.131    0.002 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/sparse.py:378(sparse_wrapper)
    46890    0.106    0.000    0.124    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/callback.py:126(on_train_batch_begin)
    37656    0.082    0.000    0.124    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:2545(ensure_initialized)
    37841    0.123    0.000    0.123    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNamedtuple}
       67    0.001    0.000    0.121    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/override_binary_operator.py:105(binary_op_wrapper)
    74704    0.064    0.000    0.121    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/math_ops.py:2036(<genexpr>)
     2965    0.062    0.000    0.117    0.000 /usr/lib/python3.11/inspect.py:2331(_signature_from_function)
       44    0.001    0.000    0.115    0.003 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops.py:2975(placeholder)
    18763    0.062    0.000    0.115    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/record.py:119(could_possibly_record)
       44    0.001    0.000    0.114    0.003 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_array_ops.py:7077(placeholder)
60178/57049    0.112    0.000    0.114    0.000 {built-in method _abc._abc_subclasscheck}
   206489    0.112    0.000    0.112    0.000 {method 'items' of 'mappingproxy' objects}
   433932    0.111    0.000    0.111    0.000 /usr/lib/python3.11/inspect.py:2722(name)
        6    0.000    0.000    0.111    0.019 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/structured_function.py:70(__init__)
     1365    0.015    0.000    0.110    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:4838(executing_eagerly_outside_functions)
       40    0.001    0.000    0.109    0.003 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/override_binary_operator.py:144(r_binary_op_wrapper)
    56677    0.078    0.000    0.108    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_conversion_registry.py:134(get)
    56348    0.089    0.000    0.108    0.000 /usr/lib/python3.11/enum.py:1232(__hash__)
    18831    0.075    0.000    0.107    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/capture/capture_container.py:310(capture_types)
     1844    0.106    0.000    0.106    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_FinishOperation}
        6    0.000    0.000    0.106    0.018 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:1249(get_concrete_function)
        6    0.000    0.000    0.106    0.018 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:1200(_get_concrete_function_garbage_collected)
   112982    0.088    0.000    0.106    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/util/structure.py:292(<genexpr>)
     1211    0.022    0.000    0.106    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:317(_ExtractAttrProto)
      377    0.024    0.000    0.106    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_util.py:432(make_tensor_proto)
       40    0.000    0.000    0.105    0.003 /usr/local/lib/python3.11/dist-packages/keras/src/ops/numpy.py:6225(sqrt)
    48824    0.103    0.000    0.103    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:4650(get_default)
       40    0.001    0.000    0.102    0.003 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/numpy.py:2452(sqrt)
        1    0.000    0.000    0.102    0.102 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:176(build)
        2    0.000    0.000    0.102    0.051 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:216(_build_metrics_set)
        1    0.000    0.000    0.102    0.102 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:244(<listcomp>)
        1    0.000    0.000    0.102    0.102 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:61(get_metric)
    18826    0.033    0.000    0.101    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/dtypes.py:216(is_subtype_of)
        1    0.000    0.000    0.101    0.101 /usr/local/lib/python3.11/dist-packages/keras/src/metrics/accuracy_metrics.py:294(__init__)
        1    0.000    0.000    0.101    0.101 /usr/local/lib/python3.11/dist-packages/keras/src/metrics/reduction_metrics.py:187(__init__)
        1    0.000    0.000    0.101    0.101 /usr/local/lib/python3.11/dist-packages/keras/src/metrics/reduction_metrics.py:123(__init__)
    18776    0.081    0.000    0.101    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/saved_model/save_context.py:59(in_save_context)
        2    0.000    0.000    0.101    0.051 /usr/local/lib/python3.11/dist-packages/keras/src/metrics/metric.py:192(add_variable)
    68663    0.101    0.000    0.101    0.000 {built-in method builtins.max}
       61    0.001    0.000    0.100    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:1034(convert)
   243900    0.099    0.000    0.099    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_type.py:200(captures)
       14    0.000    0.000    0.098    0.007 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:266(assign_add)
       60    0.001    0.000    0.097    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/auto_control_deps.py:206(mark_as_return)
     1932    0.008    0.000    0.096    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:5585(__enter__)
    20006    0.072    0.000    0.095    0.000 /usr/lib/python3.11/enum.py:688(__call__)
       56    0.005    0.000    0.095    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:471(from_func_graph)
    23067    0.060    0.000    0.094    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:4340(_distribution_strategy_stack)
       92    0.001    0.000    0.094    0.001 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:248(assign)
     2571    0.010    0.000    0.093    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:52(_SatisfiesTypeConstraint)
22394/22364    0.038    0.000    0.092    0.000 {built-in method builtins.any}
       33    0.000    0.000    0.092    0.003 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops.py:63(reshape)
    18760    0.034    0.000    0.092    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/type_spec.py:261(<lambda>)
   197225    0.090    0.000    0.090    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:2533(context)
       33    0.001    0.000    0.089    0.003 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_array_ops.py:8711(reshape)
    56769    0.088    0.000    0.088    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsMutableMapping}
    37529    0.069    0.000    0.088    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_cache.py:102(__len__)
     2648    0.033    0.000    0.087    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:4673(get_controller)
       54    0.001    0.000    0.087    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_math_ops.py:459(add_v2)
    37829    0.085    0.000    0.085    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsTypeSpec}
   298670    0.084    0.000    0.084    0.000 {method 'append' of 'list' objects}
       66    0.002    0.000    0.084    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_math_ops.py:2097(cast)
    18685    0.038    0.000    0.082    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/math_ops.py:2085(_may_reduce_to_scalar)
    37841    0.082    0.000    0.082    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsCompositeTensor}
    75613    0.063    0.000    0.081    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:918(__len__)
   113486    0.081    0.000    0.081    0.000 {method 'keys' of 'mappingproxy' objects}
    37954    0.073    0.000    0.081    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/device.py:40(is_device_spec)
    18676    0.038    0.000    0.080    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/math_ops.py:2037(<listcomp>)
     9325    0.080    0.000    0.080    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/utils/progbar.py:213(_format_time)
       44    0.001    0.000    0.079    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/control_flow_util_v2.py:62(create_new_tf_function)
     3994    0.032    0.000    0.079    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:3292(name_scope)
     9335    0.038    0.000    0.079    0.000 /usr/local/lib/python3.11/dist-packages/ipykernel/iostream.py:437(_is_master_process)
     1844    0.019    0.000    0.079    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:1226(_init)
       22    0.001    0.000    0.078    0.004 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_functional_ops.py:348(_if)
       22    0.000    0.000    0.077    0.004 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/core.py:47(<lambda>)
       22    0.001    0.000    0.077    0.004 /usr/local/lib/python3.11/dist-packages/keras/src/initializers/constant_initializers.py:64(__call__)
       23    0.001    0.000    0.077    0.003 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/trainer.py:493(get_metrics_result)
   131304    0.077    0.000    0.077    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:698(ensure_initialized)
       22    0.000    0.000    0.076    0.003 /usr/local/lib/python3.11/dist-packages/keras/src/ops/numpy.py:6459(zeros)
       22    0.000    0.000    0.076    0.003 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/numpy.py:638(zeros)
        9    0.000    0.000    0.076    0.008 /usr/local/lib/python3.11/dist-packages/keras/src/layers/convolutional/base_conv.py:232(convolution_op)
        9    0.000    0.000    0.076    0.008 /usr/local/lib/python3.11/dist-packages/keras/src/ops/nn.py:1254(conv)
        3    0.000    0.000    0.076    0.025 /usr/local/lib/python3.11/dist-packages/keras/src/metrics/accuracy_metrics.py:216(sparse_categorical_accuracy)
     9335    0.030    0.000    0.076    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/utils/io_utils.py:41(is_interactive_logging_enabled)
        9    0.000    0.000    0.076    0.008 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/nn.py:294(conv)
       22    0.000    0.000    0.075    0.003 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops.py:2590(wrapped)
       22    0.001    0.000    0.075    0.003 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops.py:2598(zeros)
    18785    0.039    0.000    0.075    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gradients_util.py:1087(PossibleTapeGradientTypes)
        1    0.001    0.001    0.075    0.075 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/lift_to_graph.py:203(lift_to_graph)
     2058    0.060    0.000    0.075    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationGetAttrValueProto}
    18764    0.074    0.000    0.074    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/optional_ops.py:169(__init__)
       40    0.001    0.000    0.073    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/tensor_math_operator_overrides.py:85(_truediv_factory)
    18834    0.053    0.000    0.073    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/util/structure.py:306(<listcomp>)
       40    0.000    0.000    0.073    0.002 /usr/local/lib/python3.11/dist-packages/keras/src/ops/numpy.py:6143(power)
       46    0.000    0.000    0.073    0.002 /usr/local/lib/python3.11/dist-packages/keras/src/metrics/reduction_metrics.py:155(result)
        3    0.000    0.000    0.073    0.024 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/trainer.py:368(_compute_loss)
     1356    0.007    0.000    0.073    0.000 {method 'join' of 'str' objects}
        3    0.000    0.000    0.073    0.024 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/trainer.py:289(compute_loss)
        3    0.000    0.000    0.072    0.024 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:689(__call__)
        3    0.000    0.000    0.072    0.024 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:693(call)
       15    0.000    0.000    0.071    0.005 /usr/local/lib/python3.11/dist-packages/keras/src/ops/core.py:720(shape)
       40    0.001    0.000    0.071    0.002 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/numpy.py:2420(power)
        3    0.000    0.000    0.071    0.024 /usr/local/lib/python3.11/dist-packages/keras/src/losses/loss.py:56(__call__)
        4    0.000    0.000    0.071    0.018 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/dataset_ops.py:2163(map)
        4    0.000    0.000    0.071    0.018 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/map_op.py:27(_map_v2)
       15    0.000    0.000    0.070    0.005 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/core.py:162(shape)
    18768    0.054    0.000    0.070    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/util/structure.py:218(<listcomp>)
    18760    0.043    0.000    0.070    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest_util.py:279(_tf_data_sorted)
       40    0.000    0.000    0.070    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/math_ops.py:1476(truediv)
    57280    0.070    0.000    0.070    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/trace_type/trace_type_builder.py:31(__init__)
       34    0.003    0.000    0.070    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/lift_to_graph.py:60(_copy_non_source)
   253784    0.070    0.000    0.070    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:2540(context_safe)
       40    0.001    0.000    0.070    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/math_ops.py:1427(_truediv_python3)
    18760    0.070    0.000    0.070    0.000 /usr/lib/python3.11/weakref.py:414(__getitem__)
       20    0.000    0.000    0.069    0.003 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/trainer.py:274(reset_metrics)
   112851    0.069    0.000    0.069    0.000 {method 'values' of 'mappingproxy' objects}
     1211    0.015    0.000    0.069    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:724(_GetOpDef)
   112654    0.069    0.000    0.069    0.000 /usr/lib/python3.11/inspect.py:2814(__init__)
    18758    0.069    0.000    0.069    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:171(called_without_tracing)
    28005    0.068    0.000    0.068    0.000 /usr/local/lib/python3.11/dist-packages/ipykernel/iostream.py:90(_event_pipe)
       92    0.001    0.000    0.068    0.001 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/core.py:64(_direct_assign)
       40    0.001    0.000    0.068    0.002 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/optimizer.py:56(assign_add)
    75940    0.049    0.000    0.068    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:1545(as_shape)
   264533    0.068    0.000    0.068    0.000 /usr/lib/python3.11/inspect.py:2726(default)
    56328    0.067    0.000    0.067    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
       39    0.003    0.000    0.067    0.002 /usr/local/lib/python3.11/dist-packages/keras/src/metrics/reduction_metrics.py:151(reset_state)
    14141    0.027    0.000    0.065    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:55(<genexpr>)
    18963    0.065    0.000    0.065    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRestartOnThread}
       15    0.000    0.000    0.065    0.004 /usr/local/lib/python3.11/dist-packages/keras/src/ops/numpy.py:4853(reshape)
       40    0.001    0.000    0.064    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:1025(assign_add)
       15    0.000    0.000    0.064    0.004 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/numpy.py:1904(reshape)
       40    0.001    0.000    0.064    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_math_ops.py:8139(real_div)
       44    0.001    0.000    0.064    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_resource_variable_ops.py:1354(var_is_initialized_op)
        9    0.000    0.000    0.064    0.007 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/nn.py:302(_conv)
       40    0.000    0.000    0.064    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/math_ops.py:665(pow)
        9    0.000    0.000    0.064    0.007 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/nn_ops.py:1176(convolution_v2)
        9    0.000    0.000    0.063    0.007 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/nn_ops.py:1202(convolution_internal)
     1844    0.063    0.000    0.063    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_NewOperation}
     5854    0.044    0.000    0.063    0.000 /usr/lib/python3.11/threading.py:283(_acquire_restore)
   189173    0.063    0.000    0.063    0.000 {method 'items' of 'dict' objects}
    18785    0.063    0.000    0.063    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:1501(function_call_options)
       15    0.001    0.000    0.063    0.004 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/tensor_getitem_override.py:65(_slice_helper)
        2    0.000    0.000    0.062    0.031 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:423(make_call_op_in_graph)
        9    0.000    0.000    0.062    0.007 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/nn_ops.py:2779(_conv2d_expanded_batch)
       40    0.000    0.000    0.062    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/tensor_math_operator_overrides.py:79(_subtract_factory)
        9    0.001    0.000    0.062    0.007 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_nn_ops.py:1269(conv2d)
    75246    0.061    0.000    0.061    0.000 /usr/lib/python3.11/inspect.py:3019(return_annotation)
    19220    0.032    0.000    0.060    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest_util.py:270(_tf_core_sorted)
       40    0.001    0.000    0.060    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_math_ops.py:7333(_pow)
        6    0.000    0.000    0.059    0.010 /usr/local/lib/python3.11/dist-packages/keras/src/layers/core/dense.py:143(call)
        2    0.000    0.000    0.059    0.029 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/dataset_ops.py:2352(flat_map)
    18828    0.039    0.000    0.059    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/util/structure.py:319(<listcomp>)
    18764    0.045    0.000    0.058    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:1088(from_tensors)
        2    0.000    0.000    0.057    0.029 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/flat_map_op.py:22(_flat_map)
        2    0.000    0.000    0.057    0.029 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/flat_map_op.py:30(__init__)
       29    0.000    0.000    0.057    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_control_flow_ops.py:473(no_op)
    37605    0.026    0.000    0.057    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:913(ndims)
       40    0.000    0.000    0.057    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/math_ops.py:5673(sqrt)
        2    0.000    0.000    0.056    0.028 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:347(partitioned_call_op)
       40    0.001    0.000    0.056    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_math_ops.py:11914(sqrt)
    37642    0.055    0.000    0.055    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:2426(__init__)
    19827    0.055    0.000    0.055    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsEmpty}
     1844    0.031    0.000    0.055    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:966(_NodeDef)
    31260    0.047    0.000    0.054    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/callback.py:144(on_train_batch_end)
    93689    0.054    0.000    0.054    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:1128(_handle)
   191755    0.052    0.000    0.053    0.000 {method 'add' of 'set' objects}
        6    0.000    0.000    0.053    0.009 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/structured_function.py:230(wrapped_fn)
    14888    0.012    0.000    0.053    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/compat.py:111(as_str)
    18763    0.030    0.000    0.053    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_type.py:361(flat_inputs)
       24    0.000    0.000    0.053    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/dtensor/python/api.py:37(call_with_layout)
        6    0.000    0.000    0.053    0.009 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/structured_function.py:155(wrapper_helper)
       44    0.001    0.000    0.052    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/function_type_utils.py:516(derive_from_graph)
    11453    0.022    0.000    0.052    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/global_state.py:15(get_global_attribute)
       36    0.000    0.000    0.051    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:2583(create_op)
   131852    0.051    0.000    0.051    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:869(shape)
       10    0.000    0.000    0.051    0.005 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/progbar_logger.py:68(on_epoch_end)
       10    0.000    0.000    0.051    0.005 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/progbar_logger.py:97(_finalize_progbar)
       12    0.000    0.000    0.050    0.004 /usr/local/lib/python3.11/dist-packages/keras/src/ops/numpy.py:6431(sum)
       12    0.000    0.000    0.050    0.004 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/numpy.py:2510(sum)
     2421    0.012    0.000    0.050    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:1481(inputs)
    42288    0.050    0.000    0.050    0.000 {built-in method __new__ of type object at 0x93d380}
       40    0.000    0.000    0.049    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_resource_variable_ops.py:27(assign_add_variable_op)
        6    0.000    0.000    0.049    0.008 /usr/local/lib/python3.11/dist-packages/tensorflow/python/autograph/impl/api.py:682(wrapper)
       12    0.000    0.000    0.049    0.004 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/math_ops.py:2173(reduce_sum)
    96007    0.044    0.000    0.049    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:830(<genexpr>)
        3    0.000    0.000    0.049    0.016 /usr/local/lib/python3.11/dist-packages/keras/src/losses/loss.py:164(reduce_weighted_values)
        3    0.000    0.000    0.048    0.016 /usr/local/lib/python3.11/dist-packages/keras/src/losses/loss.py:140(reduce_values)
       15    0.000    0.000    0.048    0.003 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/nn_ops.py:3516(bias_add)
       22    0.001    0.000    0.048    0.002 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:2274(__init__)
       49    0.000    0.000    0.048    0.001 /usr/local/lib/python3.11/dist-packages/keras/src/ops/numpy.py:6079(divide_no_nan)
